,review,shop_name
378,开在老小区里的社区咖啡店！一进门就有老板亲切的“anihaseiyo”，店里的装潢都是用了心思的 每一处都有不一样的味道，最喜欢有镜子的位置，随便拍拍都好好看！老板推荐点了招牌的「米酒拿铁」端上来杯沿口一圈桂花，搅一搅再喝，味道很清新。点心要了「鱼饼」和「提拉米苏」，鱼饼有芝士和红豆两个味道，个人觉得还是经典的红豆好吃些。提拉米苏还是蛮正的。生意挺好的，陆陆续续看到很多小姐姐来拍照，韩国老板中文也说的很溜,esp.1917
379,[薄荷]环境：店铺在一条小路里面的一个老小区的进门门口，哈哈哈。布置得很漂亮！另外，这家店还有韩国小吃可以选择哟～[服务铃]服务：前台小姐姐态度很和善。还有两位小哥，一位是负责咖啡的（好像是韩国人），另一位是负责甜品的。「提拉米苏」超级赞！简直无敌！,esp.1917
380,昨天喝了茶相当不适应，整的一点半才睡，早上哈欠连天🥱的，美团上一搜体育馆的老挝咖啡又要等到11点才配送，选了一个没喝过的牌子，包装巨乖的啊！点的冰美式，配送比较快，口味有点偏酸但是我比较喜欢。还会继续光顾，谁让它这么乖,esp.1917
381,地址在一个小区里面，如果跟着导航走，找不到具体位置，可以联系商家休假日不想待在家，想找一个地方坐坐，所以来找一个离家近的地方，大众点评关注这家店很久了，所以就趁这个机会来了，没想到，非节假日的下午，居然还有很多人来这拍照打卡点了他们的特色鱼饼，米酒拿铁，以为会有米酒味道，其实就是有点桂花。找一个位置坐下，环境很复古，斑驳的墙壁，一些老式家具，适合穿浅色衣服拍照，白色最好。坐了一下午，打游戏，哈哈，因为空调吹的我有点冷了，所以回家了，下次再来尝其他咖啡，还有炒年糕，哈哈,esp.1917
382,穿梭在成都的小巷子里时偶然发现的一家超️feel的咖啡店☕️ 坐落在犄角旮旯的居民楼里 不打着探照灯是找不到的那种店铺仿旧的门面非常有生活气息 很好的和老小区结合在一起  门外经常坐着纳凉聊天的大爷大妈 像极了《请回答1988》里德善的家 时而飘来的咖啡香伴着鱼饼淡淡的甜腻 整个人都会被温暖的化掉我去的那天比较早 店里只有我一个人 咖啡师姐姐又漂亮又温柔 我问她能不能用相机拍照的时候 得到她非常温柔的肯定 店里的木门 斑驳的墙 老旧的画报 以及上个世纪的黑白电视 一下子就把人拉回那个年代 那个不属于我们的年代 微黄色的灯光很适合拍照 空间虽不算很大却处处透着惊喜 是一家值得消耗一下午的咖啡店〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️【鱼饼】12推荐度：分为芝士️和红豆两个口味 可以选择双拼 造型就非常的可爱啦 新鲜出炉的时候还是热乎乎的 不乏作为一顿别样的早餐 鱼饼完全不会甜腻 红豆味的更加口感细腻丝滑 咬下去嘴里会蹦出沙沙的口感 芝士味的没有想象中那么浓 两款都不甜 对不喜甜食星人非常友好【酒酿拿铁】28推荐度：非常非常好喝的一款拿铁 可以算得上是我喝过所有酒酿拿铁中最好喝的（真的不是我踩一捧一）首先造型很别致 不像平时喝的 esp.1917家的拿铁 在杯口撒了一圈细细的桂花 闻起来就清香扑鼻 拿铁口感偏甜 但是不腻 咖啡和奶的比例拿捏的很好 分层做的也很漂亮 入口顺滑 喝一口开启一天好心情〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️本来想试试他家的提拉米苏和炒年糕的 因为这两款也很 但是奈何两个鱼饼已经把我喂的满满的只能下次再去尝试了 in a short 非常值得去的一家咖啡店！体验下老小区里的烟火人间,esp.1917
383,请回答1988情节的店小哥哥进门有礼貌的跟我说韩语问候 超级温暖有两排靠窗边的吧台 喝着咖啡看着过往的行人 简直太美好了「鱼饼」看剧的时候就非常想吃鱼饼了！必须要试一试 要了红豆和芝士双拼的 红豆与麻薯的内馅 非常软糯 甜度适中 芝士内馅更加咸香 两种都爱 表皮烤的酥脆 一定要趁热吃哦「米酒拿铁」米酒拿铁的杯子装饰了一圈桂花 让人很是喜欢 米酒与拿铁的融合 米酒发酵粉香甜与微苦的咖啡 太绝妙了 回家也要试试这个搭配,esp.1917
384,🏃店名：esp.1917-装修风格很韩式，也很叙日利亚窗边落座  感受老社区的节奏或者选择这个像榻榻米的舞台落座·☕️米酒拿铁 （32元）杯口洒满了桂花，细闻有米酒味➕桂花香很新奇，入口 咖啡味就冲了出来咽下后就留下了满口的米酒味以及桂花颗粒可以咀嚼。但，喝到后面，就只剩下咖啡苦味了值得尝试！很喜欢💕·🍹济州岛的夏天（无咖啡版28元）没有加咖啡，简单的气泡水加薄荷加柠檬很清爽，也没有什么特别可能正是因为清爽，所以叫济州岛的夏天吧·🍫热可可（25）不觉得腻，还不错·生意挺好的，源源不断的来客人人比较多，各忙各的，不是安静的氛围甚至还有点吵，不过我跟姐妹们都还很喜欢这样的氛围，畅所欲言，没有距离感白噪音的环境，学习 讨论 发呆 舒服！·位置：较场坝中街73号小区，进门左手边,esp.1917
385,环境满分浓浓的韩风里面的书都是韩文位置比较隐蔽 适合下午小聚聊天,esp.1917
386,我在大众点评上专门看到这家店，于是邀约好友去打个卡，周末了肯定要开心的过啊，走了10多分钟就到了店铺，找了一下原来隐藏在老小区，中午1点左右到达的，人还不是很多、环境挺不错的，簡單大气、遗憾的是老板没在，点了一杯美式和卡布奇诺，年糕和提拉米苏，味道都挺不错的，在这里和朋友聊天拍照放松，想着明天又要上班了就更加珍惜今天的休闲时光呢！,esp.1917
387,朋友选的地方 说是很有韩国咖啡厅的味道 趁着周末来打卡啦 打车来的 找了两次才找到 自己可能比较路痴吧😅提拉米苏朋友觉得特别好吃 对我来说太甜了 但是请回答1917很不错 又脆又糯～喝了很多咖啡 点的米酒拿铁 无功无过吧 服务态度也是很赞的 很多漂亮小姐姐打卡 也很友善💕 店铺就在一个老小区门口 人少拍照更容易出片哦,esp.1917
388,米酒咖啡：还可以吧。鱼饼：一般。环境：全是可爱的小姐姐。价格：偏贵。适合：打卡。,esp.1917
389,是1917的单眼皮男孩了在收藏单里很久的店，一直没有找到合适的机会来。真的有一秒回韩国，后工业做旧风简单又出效果。去的时候没有招牌的米酒拿铁，刚点了其他，再过不久就看见可以点了，嗯…有点无语…新品气泡水无功无过，颜值还是可以滴，够Korea。鱼饼因为拍照，冷了；），味道也就马马虎虎。社区掐非店感觉性价比来看的话一般般，想来拍照的朋友还是可以！,esp.1917
390,☕这家咖啡店藏在老小区里，多了几分生活气息，让你会觉得更加舒适，更有风味。我是偶然发现它的，就在我们健身房背后，超方便。整个风格以韩国风为主，推开那扇木门，就像穿越到了《请回答1988》里面德善的家，还能吃到仿佛阿泽给你做的红豆鱼烧，满满的幸福感。.🇰🇷店名：esp.1917📍地址：较场坝中街73号（进小区大门里面就找到了）这个才是准确地址.☕️店里面拍照真的很好看啊，随便搭配一件T恤随便拍都好看。整个空间很大很足，中间一个小走廊，再走又是很多摆件和座椅，给人柳暗花明的感觉。我要了一杯卡布奇诺然后就咔嚓拍了起来，真的很好拍。.🚪木门、复古老电视、韩式榻榻米、韩国明星老唱片，韩国老屋院子的感觉。斑驳的墙面就就像沉淀了历史的岁月，把我带回那个复古的韩国，一切都是那么的美妙。.📺店里还有很多有趣的插画，白色瓷砖的墙面复古又干净，桌上的鲜花到了黄昏时刻有一片花瓣凋零，阳光照进老小区，就像一副油画。这样一半烟火气息，一半小姿咖啡的场景，是我很喜欢的感觉。.📻这一家很值得来打卡，真的超有趣，而且咖啡也很好喝，小吃也很好吃。店里的小姐姐服务员也很热情，拍照出片率极高。成都咖啡 | 小区咖啡 | 精致咖啡 | 端午去哪 | 成都旅游 | 成都复古 | 成都小区 | 咖啡小吃,esp.1917
391,🇰🇷一家韩国风的咖啡厅~☕️我是中午去的 人不多好拍照 位置好找 就在小区里面 一进店就有小姐姐用韩语打招呼~我点的是抹茶拿铁🍵25和芝士红豆组合鱼饼17🐟价格合理 好吃好喝~店风格简约韩系风~,esp.1917
392,朋友的朋友…（禁止套娃）开的店，正好过来搞一下…店在小区里面，进来就直接看到了。装修简单精致的那种，来拍照可以。「Dirty」dirty还不错，但建议多几个品类。一口闷就完事「美式咖啡」重度美式需求者，美式口感有点偏酸，个人呢不是很喜欢酸的，但豆子这些都很新鲜。,esp.1917
393,正宗韩国人开的咖啡厅，说这一口流利的普通话让我们一度以为老板是歪韩国人，哈哈哈哈哈17中的背后巷子里的院坝里面，在里面，车最好停到东方广场或者明宇走过去，不然真的不太好找车位。咖啡我觉得一般，没什么记忆重点，不过店铺很好照z,esp.1917
394,收藏已久，近期开了8:00档的早饮时段才有机会去打卡。复古的装修➕老小区的烟火气，合适。适合小姐姐些拍照吧，里面有不少可以凹造型的地方。澳白口感一般，总感觉密度有点不对。因为刚吃过早餐，完全忘记点炒年糕了！哈哈哈，我之前明明是被炒年糕和鱼饼吸引来的…,esp.1917
395,图片看着其实观感不是很好，有点脏兮兮的，实地看着倒不会，挺有风格的，拿铁味道不错,esp.1917
396,📍在较场坝的一个老小区     进小区门就可以看到💫装修是简约ins风，里面位置还挺多，很多人来打卡拍照，旁边是大爷大妈搓麻将的地方，还挺别有一番风味「米酒拿铁」💰30+ 略贵，米酒的味道不是很浓，尝个新鲜，感觉还是常规的拿铁好喝一「鱼饼」我以为是部队火锅里面那种鱼饼，结果就是鲷鱼烧，味道无功无过，一个芝士一个红豆的💫里面的摆设布局还是很出片的，适合闺蜜下午茶～,esp.1917
397,去年秋天的时候无意间发现的一家隐藏在小区里的咖啡店，提拉米苏不错，吃一口满嘴的朗姆酒香！,esp.1917
398,开在老的居民区里，跟着导航找了好久。店的外观很普通实则内有乾坤，很韩式的风格，拍照很好看。老板好像是韩国人，听到他们都在用韩语交流。点了杯汤力美式，口味有点偏甜，小姐姐又给我加了一份浓缩，盖住甜味，下次再尝尝酒酿咖啡,esp.1917
399,应该算是简装吧。但是细节透露了老板的心意。打卡拍照的人很多。虽然是简单装修。但是随处都可以拍出有意境的照片。喝的还行吧。提拉米苏很好吃。很安静的环境。自己一个人也可以坐一个下午。只是打烊时间太早了。还没尽兴呢。,esp.1917
400,周末跟同学去打卡她喜欢的咖啡馆。位置在较场坝东苑的一个小区里面，一进去就是。听说介绍说店主是她很喜欢的一个网红美女，老公是韩国的。去的路上她看小姐姐发的朋友圈在店内，我们到的时候已经走了。店内有另一个美女姐姐和一个咖啡师。去的时候比较晚了已经七点多了，他们八点关门。店内装修风格就是韩系，拍照很好看。咖啡种类也有很多，也很新颖。我点了米酒拿铁，同学点的普通拿铁。我们俩也是比较爱喝拿铁的，咖啡味道很纯。米酒拿铁第一口有点点奇特，但是越喝越好喝。最底下有一层米酒，微甜的味道和拿铁融合在一起恰到好处。杯沿上还粘了点桂花装饰。不管是环境还是饮品都很高品质！值得一去！,esp.1917
401,位置没有特别好找，在一个小区里的一楼，但是店铺非常非常的大，装修也很有特色很好看，韩式简约风，很适合拍照米酒拿铁我和朋友分别点了热的和冰的，个人来说更喜欢热的，酒味不浓，甜甜的回味带点米香不是特别推荐鱼饼，虽然感觉是招牌网红但是没有特别有特色，也比较小,esp.1917
402,在一个居民区里面。饮品挺好喝的，没有踩雷。米酒拿铁带着微微的酸味。抹茶拿铁甚至比我在韩国喝的更好喝，甜度合适。小吃的话就要普通一点了，年糕无功无过，但是鱼饼就非常普通且贵。照相的地方需要自己好好调整，去的早的话人会少一点。,esp.1917
403,时隔八天终于摄入咖啡因了冰美偏苦不酸,esp.1917
404,老小区里面的咖啡馆。🏠店名：esp.1917⛳️位置：较场坝中街73号小区进门左边位置稍隐蔽，也还好找，跟着导航过来的。较场坝这边咖啡馆饮品店真心多，竞争大，这家是个网红店，据说是韩国老板开的，没看到老板表示不信。[薄荷]环境：复古冷淡风。有利有弊吧，墙壁脏脏的感觉，坐不住人，看着不舒服，个人观点。相反喜欢的人会很喜欢，穿搭得当，拍照好看，只是个人的喜好不同罢了。☕️澳白，出品还可，入口奶香味不足，豆子的风味不明显，牛奶和浓缩融合度不太充分，ho到后半段有涩味，喉咙不太舒服，仅个人感受。[服务铃]服务还可，小哥哥做咖啡很认真，有给认真介绍豆子，很贴心。📸拍照出片还不错。适合打打卡。以上。,esp.1917
405,芝士味的鲫鱼饼热乎乎超好吃dirty和特色米酒拿铁也超好喝很适合拍照片的地儿呢,esp.1917
406,坐到靠厕所外面的位置 就是味道有点点大 可能老板还需要再改进一下 饮品味道还不错 价格也很适中 还是不错 韩国欧巴开的店 店里确实很有feel 不知道是不是老板的女儿 真的超可爱的韩国小妹纸 很活泼 还会wink 撩人啦,esp.1917
407,你爱看过1997那就一定要来的咖啡店。是一家在老小区的咖啡店。不仔细寻找确实有点找不到中午过来的，没有人，店员小哥哥小姐姐们非常热情。我们点了美式和拿铁。鱼饼没有了，点了一个特拉米苏。不得不说真的非常适合拍照。分分钟变成韩国🇰🇷感。下午的时候人就非常多了。,esp.1917
408,迟迟未写的打卡篇…五一去了成都，无意中发现了这家咖啡店！很惊喜……，隐藏在居民楼里，很安静，坐在窗边还可以看院子里的大爷在下棋♟！店内装修我个人非常喜欢，有种沉旧的韩风感？不知道这样形容准不准确，如图1、2、3！嘻嘻嘻反正我个人是很喜欢这种滴！小姐姐很友好滴，我们喝的是Dirty！它家的Dirty很让我惊喜，之前在武汉喝了一次Dirty，太腻了就再也没喝了🐶，它家的Dirty真的非常让我惊喜，一口下去，热浓缩和🧊奶，这感觉太丝滑了！嘻嘻嘻，浓厚但不腻，有淡淡的巧克力味！非常🉑️！！真是一次意外的惊喜！！！,esp.1917
409,[薄荷]环境：在小区进门左手边 很明显进去感觉就到位了请回答1917装修看着蛮简单的 但拍出来还是好看的喜欢拍照的话还是推荐前往「鱼饼」个头小的有点出乎意料哈味道就还是中规中矩的「炒年糕」炒年糕还挺好吃饮料些都还行「抹茶拿铁」 「米酒拿铁」还点了个新品 济州岛的夏天,esp.1917
410,🏃🏻‍♀️去不了韩国-假装韩国怎能不去打个qia去年种草的店店 🌱终于拔草了位于较场坝那边这是我碰见过🙀奶茶店咖啡厅最聚集的小区🍼奶茶女孩天堂📍位置：在小区进门里面，不难找，如果开车的话，小区后面有一个小广场，可以停车有人值守🏠环境：超级韩，进去你就是欧尼，怎么拍都好修，不过位置不多，周末去最好早一点，周中空位多一些🤪味道：eee~热巧克力⭐️⭐️⭐️  燕麦拿铁⭐️⭐️  提拉米苏⭐️⭐️⭐️🎨修图：黄油相机-➕字 / 滤镜   美图-描边 End：🧡和你的心尖女孩一起穿越1917吧～简单又纯粹的那个时候～成都探店|成都咖啡厅|,esp.1917
411,一家韩国哦吧开的咖啡店，在小区一楼，装修得很复古，跟着导航也很容易找到。中午去的早的人还比较少，点了济州岛的夏天和香草拿铁，甜品很期待小鱼饼可是去的那天没有，换了提拉米苏，味道也很不错。适合下午去发呆的地方！,esp.1917
412,成都咖啡馆 ｜ esp.1917又是一家宝藏咖啡馆！藏在老社区里却不难找，进门有种穿越感，外面是人来人往的成都老巷子，一步之遥就迈进了《请回答1988》里的韩国。我去的时候正巧两个韩国老板在店里和店员玩听歌猜名的游戏，放的都是韩国经典老歌，HOT、神话、好多首歌我都能马上叫出名字。糟糕…暴露年纪了…[打脸]尝试了特色咖啡：米酒拿铁，米酒发酵的味道搭配咖啡真的挺特别。招牌点甜是我吃过比较特别的提拉米苏，没有容器，直接打好奶油奶酪盖在浸泡过咖啡酒的手指饼干上，口感丝滑，很治愈。总体还是社区店的感觉，老板和客人都很熟悉，店内氛围特别好，偶尔也会有小网红去拍照打卡，毕竟装修风格确实特别。,esp.1917
413,[薄荷]环境：环境是很好啦，个人比较喜欢这种社区店去的时候按照导航走，真的很清楚写得进店，店员小哥哥会用韩语打招呼对我这个留韩回来的人多想说几句韩语回答，哈哈[服务铃]服务：服务很可爱了，我喜欢店里的小姐姐不知道是不是小姐姐做的dirty这个上面意式浓缩可谓浓厚至极小姐姐给我一个小勺说🉑️搅拌一下 我大口喝了一口过后知道了原因整体体验100分，哈哈,esp.1917
414,真是太喜欢esp.1917了！上一次来意外收获的炒年糕已经成了店里的招牌了～这次来还是品新品—济州岛的夏天～可以选择有冷萃底的口味、甜度也可以选择但无法无糖、但可以接受的甜度。小姐姐认真做饮品的样子真的好迷人呀（但我只顾着看 没拍到 可惜了）周末人虽然很多 但是大家在这都是有条不紊不慌不忙的打卡拍照 互相不打扰 这样的感觉很棒！听老板说接下来还有一些联动活动什么的～还有新品上市～是真的很期待了下次回来成都继续打卡！！,esp.1917
415,Esp.1917📍在较场坝街的老小区里，到小区门口就看见了咖啡店，静静地伫立在老小区里，客人不会很多，非常幽静和舒适。  老板是韩国人，说着不标准的普通话，人非常好，外卖还会亲自手绘，可以说是非常有态度的咖啡店。  特别推荐夏季的新品-济州岛的夏天，冷萃咖啡+气泡水，非常好喝，味道很适合夏天，已经为了它去了好几次咖啡店反复喝了。,esp.1917
416,阳光炙热🌞蝉鸣声声温润的风冰凉的气泡水挥霍了的下午时光好像才是夏天………🍃周日原本是计划和妹妹去吃冰，结果到了看到排队的人巨多，因为不想把时间浪费在毫无意义的排队上面，所以搜了搜看到收藏了很久的咖啡店 离得也很近，所以来打卡！韩国人开的咖啡店，在小区里面，进门左手边，开门的时候老板人的打了招呼，很温柔的老板嘛。韩国欧巴hhh 点了夏季的新品&lt;제주도의 여름&gt;济州岛的夏天 好听的名字 使用浓缩的冰红茶底配了气泡水做成的 一定要搅化了喝，不然会甜到你心里。济州岛之夏 感觉这个名字也不错～也是重拾很久没说过的韩语和老板短暂的点餐交流，开森。因为没有鱼饼点了提拉米苏蛋糕。用了手指饼干打底提拉米苏的味道真的很细腻。很好吃。价格的话点下来84 也不算贵进来以后别有洞天，虽然没去过韩国的咖啡馆，不过感觉这种怀旧型工业风的咖啡店也是不错的，位置也比较多 我们坐在窗边 太多人拍照 有点吵 不过也挺好看的。也有叫小姐姐帮忙拍照 大家都好热情哦。周围的墙上有一些韩语写的咖啡文化等等 老板的画也好看。总体走怀旧风～음답하라esp.1917值得来啦～夏天挥霍了所有日照使出了所有力气说过太多的话所以你还不来？,esp.1917
417,非常奈斯的咖啡店～很有请回答1988的感觉～坐在里面聊天会有种很日常的安心感～红豆鲷鱼烧好吃！我一个人吃了两份～咖啡也还不错，整体来讲秒杀另一家很火的韩国咖啡厅～欧巴老板和店员妹妹们都很热情，会耐心的询问并根据喜好给出一些推荐～唯一就是生意太好啦，周末的下午来都要等位子,esp.1917
418,在一个老小区里，外面不是很好找，进去就发现别有洞天。服务员态度很好。个人觉得鱼饼有点小。炒年糕和米酒拿铁味道不错，其实酒味也不是很浓。济州岛的夏天是可乐的味道。室内装修很有特色，复古的那种，很适合拍照。周末人很多，都是来拍照的。,esp.1917
419,以前点过外卖，感触不深，今天无意走到较场坝，突然想起没去过实体店，果断导航。这家真的不错，可能老板是韩国人吧，装修也有很多韩国因素，而且还卖年糕，特调咖啡意外的好喝！！！好多小姐姐在拍照，社区的咖啡店很有氛围，值得一来,esp.1917
420,老院里的咖啡店 「鱼饼」一般搬，芝士味的几乎没尝到芝士的味道，红豆味道好一些。「氣泡水」尝试了新品，下面是冷萃咖啡，上面是气泡水，是很夏天的味道，很喜欢。遇到了老板娘和妹妹，非常可爱。给你say hi，和我们握手～,esp.1917
421,[薄荷]环境：好喜欢！！虽然装修的非常非常简单，但氛围营造得好好，一秒穿越到“请回答1988”韩剧剧情里，满满的情怀呀。[服务铃]服务：店里小哥哥颜值高，老板是韩国人，态度都很好。🐠产品：鱼饼，太有感了，乖惨了，都舍不得吃掉它！炒年糕也是在韩国吃到的味道。,esp.1917
422,这家咖啡店☕在一个很老的小区一楼 初次去可能不太好找 先说从门口来看这家店真的很普通 而且会觉得里面可能坐不下的感觉但是从门进去后会很惊喜 整个屋子的装修非常有特色 很复古 有年代感 我们去的时候都是坐满人的 生意非常好我当时点了个米酒拿铁 味道很不错 不是很甜 淡淡的咖啡香 比较正宗的韩式拿铁吧,esp.1917
423,藏在老小区里的一家小咖啡店，还算比较好找，一进小区左手边一楼就是，据说老板是韩国人，怪不得翻了店里的书都是韩语的。「米酒拿铁」米酒味并不重，可以试试「Dirty」看着还不错，一大口下去感觉没什么特别的，中规中矩店里复古装修比较好出片，不少美女都在拍。,esp.1917
424,很可爱的一家 咖啡好喝 而且有各种各样的座位,esp.1917
425,位于较场坝一个老小区里头的店铺位置还挺好找的整体的装修风格非常韩国周末生意非常好，建议想拍照的宝宝们下午晚一点来，这样空座会多一点点了两款饮品一个是点评大家推荐TOP1:米酒拿铁emmm朋友说价格上调了，回味偏苦，一般还点了一款1917气泡水，都感觉挺一般哈环境还不错，歌单可以放韩式一点滴,esp.1917
426,爱喝咖啡的艺术男孩，今日上线啦！今天给大家分享一家私藏已久韩国人开的咖啡店。这家咖啡店开在成都有一段时间了，一直收藏在收藏夹里，环境装修非常特别，赶快乘着周末有时间约上朋友来打个卡！1917咖啡店是在一个老小区的一楼改造的，跟着导航走不是很好找，一定要通过小区的口径进去才能找得到。斑驳的水泥墙面、榻榻米式的座位、墙上还有艺术装置，整体风格属于怀旧工业风的韩国小店。【米酒拿铁】算是他们家最受欢迎的一款咖啡，醪糟味道与拿铁美妙融合，杯口一圈桂花也会随着咖啡进入口腔，花香、酒香、咖啡牛奶香，真的好喝！【美式咖啡】感受到咖啡香气的同时也有微微果酸，口感不是很酸涩，一杯冰拿铁也是夏日解暑必点的那一杯吧～【鱼饼】两只鱼饼15元，可以选择芝士和红豆口味，整体来说里面馅料不是很足，口感中规中矩，但造型很可爱，为了拍照还是可以点一份！🧢夏日穿搭分享🧢夏天想要穿出清爽的感觉，其实很简单：一件印花短袖+短裤+帆布/运动鞋。简单不出错的夏日穿搭。👕T恤：这一件的印花我非常喜欢，是【海澜之家HLA X 忍者龟】今年最新款，勾起童年的回忆。👖下装：也是选择【海澜之家HLA的2020夏季新款】的短裤，选择的是一款浅色的短裤，浅色会比较百搭。亲肤面料，穿起来特别的舒服，而且很透气！👟鞋子：vans板鞋Tips：海澜之家HLA夏季新款还有更多联名服装，印花都非常好看而且好穿！性价比也是非常的高，不能错过，大家冲鸭！,esp.1917
427,之前在店里ho过~无意间发现可以点外卖啦 被外卖的包装惊喜到了！！小哥递给我时候还以为是个礼盒呢 总之店家太用心了 可以看出来包装盒上的画是人工画出来的 太棒啦！！体验感极好 满分满分~鱼饼一如既往的好吃！济州岛的夏天也超级好喝 太喜欢了！,esp.1917
428,-时常看博主们的韩国volg，一眼便爱上了韩国的咖啡店，坐落在街边，简约木质的风格，坐在里面点杯咖啡，拍拍美照，朋友间聊聊天，心情也随着变好了。 -#esp.1917[地点]#esp.1917一家韩国欧巴开的咖啡店，基本上还原了我对韩国咖啡馆的印象，坐落在一个老小区里面，像是藏在某种记忆当中，简单木质装修风格，年代感装饰的大横排玻璃窗，店面内分区别致，暖暖的阳光洒入，给本身青色的光线更添一份暖色调。每一个座位都像是专门的拍照区，单独设计，十分适合拍照。 -🚕位置：较场坝东街67号进门靠近2号门右边（73号小区里面）👨‍👩‍👦‍👦人均：40元💓推荐指数：🌟🌟🌟-🥰服务：老板是韩国欧巴，如果想学韩语可以跟欧巴聊聊天！店员都是中国人，点单轻松搞定！上咖啡的速度比较快，服务整体也较好，不会过多的干预你，可以专心的沉迷于自己的拍照事业。-🔎人流：店面很大，座位分布较宽，平日里人还不是很多，并不算是一个网红打卡点，很值得去拍照，休憩。 -饮品：☕️米酒拿铁（28元）：看到名字便会有下单的欲望，果不其然不会让你失望，加了些韩国米酒，还有一些桂花碎，可以说是店里的招牌饮品了。整体口味合适，并不偏甜。-甜品：🐟鱼饼（12元）：两种口味（芝士味和红豆味），芝士味比较淡并不是特别推荐，红豆味非常好吃！ -🍰提拉米苏（28元）：没有什么新奇，就是普通提拉米苏的味道！喜欢吃提拉米苏的小姐妹可以试试。 -💕💕💕敲重点：整体店面风格设计更强于了咖啡本身的味道，如果是追求咖啡质量的兄弟姐妹们，这家店并不是特别值得推荐，但是想拍照的姐妹，这里就是你的天堂！-📮锁定思思妹，美食之旅不迷路-🌿期待你的回馈，感谢喜爱,esp.1917
429,一直很喜欢韩国风格的咖啡店 成都这家韩国人开的咖啡店简直还原了韩国复古风 听说老板娶了个成都姑娘就留下来开了店💓                                      店不大 在一个老小区里 从咖啡店外观就看出是很做旧的感觉， 保留了墙的原始感 店里随便拍照 怎么拍都好看强烈推荐米酒拿铁 很好喝！甜甜的有股桂花香！特调1917是特制美式咖啡 有点酸个人不太钟意😋 提拉米苏很好吃 炒年糕是送的很正宗的味道～ 很有feel的一家店适合和闺蜜来聊天牙尖拍拍照 或者和男朋友约会一起品尝甜品再谈甜甜的恋爱💕 大家来成都一定不要错过哦 人均💰50 📍地址 ：较场坝东街67号（进门二号门右边）,esp.1917
430,在春熙路逛着走进了这家店在一个小区里，充满市井烟火的浪漫点了一杯脏咖和一杯美式 ，我对咖啡的没什么追求，俗人一个，点的两杯都中规中矩吧。点了一份鱼饼，口感还不错，没踩雷，但是也说不上很好吃。有很多小姐姐在拍照，我也是拍照的其中一员哈哈：）人比较多，场景还是比较好出片的，店内韩式风格，店外比店内更好拍,esp.1917
431,去年开业的时候就说要来，结果拖到了现在才去。选择工作日去的，人不是很多。在一家小区的一楼，进去你会发现特别的韩国。点了鱼饼，甜酒拿铁，美式，说实话咖啡真的很一般，鱼饼是第一次吃，感觉很不错。超级适合和朋友来聊天的地方，适合拍照，适合放空。,esp.1917
432,环境：在小区里面，一进小区就能看见，简约韩式咖啡屋。咖啡：下午去的，因为有点晚了，不想喝咖啡，店员说有隐藏菜单-气泡水。搭配了一份鱼饼。价格：咖啡在30元左右，小吃就鱼饼，鱼饼有点小，很一般。服务：特别说下服务，当时我付款时多付款了一次，我自己都没发觉，店员找到我说多付款了，自动把钱退我了，谢谢！,esp.1917
433,早上去打对卡，就在家附近很方便点了杯燕麦拿铁，不浓不淡刚刚好喜欢芝士鱼饼～特别好吃吐槽下上午营业时间太少了看了大众才知道是十一点开门,esp.1917
434,Cafe | 居民小区里的神奇韩式咖啡店现在成都的居民小区咖啡店越来越多了???难找程度越来越高特别是小区有两个门的那种以后可以弄个 神秘难找榜单「美式咖啡」豆子很棒 味道会比较浓厚「炒年糕」韩式咖啡店怎么能缺少炒年糕 有点辣哦 配合美式来喝解辣 份量蛮大的 适合2-3人食 就是要等15分钟店内的座椅舒适感不高 特别是靠墙有两个“卡座”全是棱角 很容易磕碰到 会不舒服里面那个大隔间很creepy我是不敢阴天来 布景会有韩国惊悚片即视感（整个店的风格太有代入感了）1917的外带盒都是手绘的 太特别了 超级可爱室内韩式室外接地气的居民生活 感受一下烟火气这个搭配挺有意思的有独立卫生间插座比较多 好评,esp.1917
435,是很韩国的店，窗外院落又会告诉你，这是成都没错哈哈哈～,esp.1917
436,咖啡和鱼饼味道不错环境很有韩国电影的感觉 很适合拍照在一个居民区里 外面咖啡馆有几家不是很好找到这家 服务也很有礼貌,esp.1917
437,韩国老板开的咖啡厅自然是满满的韩国调调.整个装修都是旧厂房怀旧风格，店里有很多小设计，那个年代的电视机，复古的木桌子木窗，连咖啡杯也是木头色印花风，很有感觉。.🍸饮品：【米酒拿铁】特色饮品，建议尝尝【澳白】咖啡味道偏淡，味道一般.中午路过来喝了一杯，很清静，这样的店真的适合人不多的时候来享受。如果想人少最好在工作日早些时候来。,esp.1917
438,这家位于在小巷子里面的咖啡店☕️～附近很多吃的！从铁门进去能看到了～装修很简单～都是用一些复古的东西来装饰进去看到那装修让我想起了韩剧“请回答1988”熟悉的黑白电视机📺点了杯米酒咖啡☕️和燕麦咖啡～个人第一次喝米酒咖啡里面不会很弄的米酒味～淡淡的！会比燕麦好喝鱼饼记得不要放太久，冷了口感不好,esp.1917
